date,1,2,3,4,5
2016-01-01,-,##a,"""",(,""">"
2016-01-01,日本,外国,中国,ドル,ドイツ
2016-01-01,ニューヨーク,同,パリ,東京,##、
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,バイエルン,ドイツ,ラジオ,オーストリア,アルト
2016-01-01,バイエルン,ドイツ,ラジオ,オーストリア,アルト
2016-01-01,##[,と,の,[,##、
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,##[,[,##、,##。,の
2016-01-01,-,##a,"""",(,""">"
2016-01-01,、,は,で,「,##、
2016-01-01,-,##a,"""",(,""">"
2016-01-01,原油,米,鉄鋼,石油,ガソリン
2016-01-01,、,は,で,「,##、
2016-01-01,##[,[,],##、,##(
2016-01-01,##[,[,##、,##-,##。
2016-01-01,日本,「,[,中国,対
2016-01-01,##[,[,],##、,##(
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,の,、,##/,##[,・
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,、,同,ロンドン,##、,月
2016-01-01,-,##a,"""",(,""">"
2016-01-01,[,アメリカ合衆国,アメリカ,##[,米
2016-01-01,##[,と,##、,[,##。
2016-01-01,31,30,この,1,その
2016-01-01,##[,と,##、,[,##。
2016-01-01,パリ,フランス,アメリカ,イギリス,ドイツ
2016-01-01,##[,##],[,],##、
2016-01-01,-,##a,"""",(,""">"
2016-01-01,パリ,フランス,アメリカ,イギリス,ドイツ
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,日本,##、,の,と,・
2016-01-01,午前,の,午後,(,深夜
2016-01-01,日本,、,の,と,・
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-01,-,##a,"""",(,""">"
2016-01-02,アメリカ合衆国,アメリカ,米国,、,)
2016-01-02,アメリカ合衆国,アメリカ,米国,、,)
2016-01-02,全米,北米,アメリカ,米国,国際
2016-01-02,全米,北米,アメリカ,米,日本
2016-01-02,の,と,、,で,・
2016-01-02,は,、,女子,プロ,が
2016-01-02,政権,の,大統領,内閣,体制
2016-01-02,##・,##サッカー,##プレミア,##シティ,、
2016-01-02,、,プロ,##。,の,##、
2016-01-02,ノルディ,##ハ,##クシ,##ストリ,グル
2016-01-02,、,率いる,の,で,プロ
2016-01-02,アメリカ,米国,米,アメリカ合衆国,、
2016-01-02,日本,関西,大韓,中国,アジア
2016-01-02,ノルディ,##ハ,##クシ,##ストリ,グル
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-02,-,##a,"""",(,""">"
2016-01-03,の,株式,金融,為替,、
2016-01-03,全米,北米,アメリカ,日本,米国
2016-01-03,、,で,車いす,の,##、
2016-01-03,##・,、,##エス,・,##ン
2016-01-03,##通信,##ター,##マン,通信,##ニュース
2016-01-03,、,の,で,は,##。
2016-01-03,##通信,##ター,##マン,通信,##ニュース
2016-01-03,全米,北米,アメリカ,米国,日本
2016-01-03,ノルディ,グル,ワ,サラ,ポ
2016-01-03,##・,、,・,は,##ン
2016-01-03,##・,、,と,##ン,##サン
2016-01-03,1,2,3,0,22
2016-01-03,、,と,イングランド,の,シティ
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-03,-,##a,"""",(,""">"
2016-01-04,ヒュー,ダウ,レイ,クラ,レ
2016-01-04,-,##a,"""",(,""">"
2016-01-04,は,が,にとって,において,の
2016-01-04,サウジアラビア,イラク,トルコ,日本,ロシア
2016-01-04,と,、,・,で,の
2016-01-04,サウジアラビア,イラク,トルコ,日本,ロシア
2016-01-04,日本,当時,近年,アメリカ合衆国,各国
2016-01-04,(,),。,)(,[UNK]
2016-01-04,「,##。,『,##、,、
2016-01-04,レート,相場,為替,・,変動
2016-01-04,、,は,と,「,で
2016-01-04,国営,##、,##。,、,「
2016-01-04,と,の,、,および,及び
2016-01-04,と,の,、,および,及び
2016-01-04,相場,為替,・,は,レート
2016-01-04,の,な,で,再,が
2016-01-04,と,、,・,で,及び
2016-01-04,-,##a,"""",(,""">"
2016-01-04,の,「,と,##、,、
2016-01-04,の,、,:,##日,(
2016-01-04,と,の,##、,、,「
2016-01-04,##、,「,『,、,の
2016-01-04,-,##a,"""",(,""">"
2016-01-04,の,、,:,##日,(
2016-01-04,。,!,です,、,ん
2016-01-04,、,で,は,の,も
2016-01-04,、,##、,と,で,の
2016-01-04,[,##[,『,「,##『
2016-01-04,と,##、,の,##。,、
2016-01-04,の,と,による,(,「
2016-01-04,、,##、,と,で,の
2016-01-04,相場,市場,レート,指数,変動
2016-01-04,。,!,です,、,ん
2016-01-04,-,##a,"""",(,""">"
2016-01-04,-,##a,"""",(,""">"
2016-01-04,株価,),値,比,価格
2016-01-04,38,37,40,35,36
2016-01-04,と,の,・,で,、
2016-01-04,comp,te,p,al,mac
2016-01-04,##通信,##ター,##マン,##タイムズ,ニュース
2016-01-04,と,##、,##[,の,・
2016-01-04,##通信,##ター,##マン,##タイムズ,ニュース
2016-01-04,の,と,、,や,で
2016-01-04,##[,##、,[,と,##(
2016-01-04,の,),平均,最低,):
2016-01-04,##[,##、,##。,と,##]
2016-01-04,上海,##、,##。,同,翌
2016-01-04,解き,読み,聞き,言い,分かり
2016-01-04,##通信,##ター,##ニュース,##ウォッチ,##ウェイ
2016-01-04,は,、,が,「,で
2016-01-04,,,,,
2016-01-04,為替,の,円,原油,株
2016-01-04,の,と,、,や,で
2016-01-04,と,・,、,で,##、
2016-01-04,-,##a,"""",(,""">"
2016-01-04,-,##a,"""",(,""">"
2016-01-04,##[,[,w,t,「
2016-01-04,-,##a,"""",(,""">"
2016-01-05,マイクロソフト,it,e,「,第
2016-01-05,com,##ベンツ,),##ズ,社
2016-01-05,-,##a,"""",(,""">"
2016-01-05,・,為替,で,レート,の
2016-01-05,##、,##。,で,、,の
2016-01-05,。,、,の,:,(
2016-01-05,の,##[,「,##、,##。
2016-01-05,の,##。,、,は,で
2016-01-05,##[,[,##、,##。,、
2016-01-05,、,と,「,(,・
2016-01-05,と,の,##。,##、,、
2016-01-05,と,の,##。,##、,、
2016-01-05,相場,為替,レート,市場,指数
2016-01-05,と,##。,##、,##[,の
2016-01-05,と,##。,##、,##[,の
2016-01-05,で,、,により,から,「
2016-01-05,##[,と,[,##。,##、
2016-01-05,で,、,により,から,「
2016-01-05,,,,,
2016-01-05,は,、,##、,で,と
2016-01-05,為替,相場,・,変動,危機
2016-01-05,##[,[,##、,「,##。
2016-01-05,##t,##m,##n,##e,##b
2016-01-05,は,、,##、,で,と
2016-01-05,##[,[,##、,「,##。
2016-01-05,」,売り,リスク,),買い
2016-01-05,、,##。,。,で,と
2016-01-05,。,!,です,、,ん
2016-01-05,##、,で,駐,##[,##。
2016-01-05,##、,##[,と,##。,##]
2016-01-05,「,『,##。,##、,、
2016-01-05,-,##a,"""",(,""">"
2016-01-05,-,##a,"""",(,""">"
2016-01-05,返,送,郵,(,上
2016-01-05,-,##a,"""",(,""">"
2016-01-05,同,ロンドン,パリ,、,翌
2016-01-05,中国,日本,台湾,中華民国,日本国
2016-01-05,中国,日本,台湾,中華民国,日本国
2016-01-05,、,と,の,で,。
2016-01-05,,,,,
2016-01-05,は,で,、,・,が
2016-01-05,。,、,の,:,(
2016-01-05,、,##。,。,で,と
2016-01-05,の,),付,:,付け
2016-01-05,株価,値,1,2,9
2016-01-05,比,末,比率,中,平均
2016-01-05,-,##a,"""",(,""">"
2016-01-05,と,##。,の,##、,/
2016-01-05,35,34,30,33,40
2016-01-05,-,##a,"""",(,""">"
2016-01-05,-,##a,"""",(,""">"
2016-01-05,##局,相場,為替,・,市場
2016-01-05,の,付,付け,:,)
2016-01-05,解き,読み,切り,見,問い
2016-01-05,、,と,。,##。,で
2016-01-05,の,南東,全,豪,・
2016-01-05,、,で,と,##・,。
2016-01-05,[,##[,##新聞,##社,##着
2016-01-06,「,米,で,、,)
2016-01-06,ヒュー,ロイ,it,ダウ,レイ
2016-01-06,-,##a,"""",(,""">"
2016-01-06,(,),。,)(,[UNK]
2016-01-06,価格,公開,説明,解説,規模
2016-01-06,報告,レポート,規模,分析,データ
2016-01-06,石油,原油,ガソリン,重油,##油
2016-01-06,[,アメリカ合衆国,米,米国,##[
2016-01-06,企業,民間,個人,法人,学生
2016-01-06,は,相場,変動,に,銀
2016-01-06,全米,米国,アメリカ,住宅,英国
2016-01-06,##t,##b,##m,##n,##d
2016-01-06,##、,の,##[,##。,は
2016-01-06,comp,te,un,et,new
2016-01-06,「,『,##、,の,、
2016-01-06,相場,レート,市場,為替,・
2016-01-06,、,で,と,##、,に
2016-01-06,、,で,と,##、,に
2016-01-06,し,で,リスク,する,スタート
2016-01-06,、,は,の,##),・
2016-01-06,##、,##。,##[,「,で
2016-01-06,-,##a,"""",(,""">"
2016-01-06,(,),。,)(,[UNK]
2016-01-06,-,##a,"""",(,""">"
2016-01-06,相場,で,市場,は,通貨
2016-01-06,##、,##],##。,##[,と
2016-01-06,##[,と,##。,##],##、
2016-01-06,の,##、,##[,と,紙
2016-01-06,##、,の,##[,##。,は
2016-01-06,と,の,、,で,や
2016-01-06,-,##a,"""",(,""">"
2016-01-06,と,の,##、,##[,##。
2016-01-06,最高,から,##期,最大,最悪
2016-01-06,の,),付,、,:
2016-01-06,。,!,です,、,ん
2016-01-06,で,は,「,、,##、
2016-01-06,で,から,は,、,の
2016-01-06,、,で,から,中,米
2016-01-06,49,50,48,47,54
2016-01-06,##、,##[,と,##。,の
2016-01-06,株価,値,価格,比,相場
2016-01-06,の,で,、,に,において
2016-01-06,。,!,です,、,ん
2016-01-06,と,##、,##[,##],の
2016-01-06,と,##、,##[,##],の
2016-01-06,の,と,・,##/,による
2016-01-06,と,##、,##[,##&,##。
2016-01-06,比,末,比率,中,平均
2016-01-06,-,##a,"""",(,""">"
2016-01-06,相場,為替,レート,市場,・
2016-01-06,ロンドン,パリ,東京,は,ニューヨーク
2016-01-06,##[,[,w,t,##)
2016-01-06,,,,,
2016-01-06,は,が,、,で,##、
2016-01-06,ロンドン,パリ,同,東京,##、
2016-01-06,。,!,です,、,ん
2016-01-06,、,と,##。,。,で
2016-01-06,##[,[,w,t,##)
2016-01-07,-,##a,"""",(,""">"
2016-01-07,価格,公開,発表,規模,表示
2016-01-07,-,##a,"""",(,""">"
2016-01-07,と,、,は,で,の
2016-01-07,-,[,駐,・,##[
2016-01-07,-,##a,"""",(,""">"
2016-01-07,[,##通信,##ター,##ズ,##チ
2016-01-07,b,c,##・,m,h
2016-01-07,と,、,は,で,の
2016-01-07,##チ,##通信,日,##ター,##新聞
2016-01-07,b,c,##・,m,h
2016-01-07,マニラ,シンガポール,同,バンコク,、
2016-01-07,##[,は,「,『,##『
2016-01-07,相場,レート,(,市場,変動
2016-01-07,と,##[,##、,[,##。
2016-01-07,日,大,全,中,の
2016-01-07,と,##、,##。,、,##]
2016-01-07,##、,、,は,##。,で
2016-01-07,為替,相場,・,市場,銀行
2016-01-07,日,大,全,中,の
2016-01-07,と,##、,##],##[,##。
2016-01-07,),20,19,22,21
2016-01-07,##、,、,##。,##],と
2016-01-07,new,pres,it,do,as
2016-01-07,-,##a,"""",(,""">"
2016-01-07,-,##a,"""",(,""">"
2016-01-07,と,、,の,が,で
2016-01-07,、,と,の,で,##、
2016-01-07,##・,##、,j,の,、
2016-01-07,と,が,で,の,は
2016-01-07,と,は,の,、,##。
2016-01-07,相場,と,レート,市場,指数
2016-01-07,##、,##。,##[,と,、
2016-01-07,の,・,、,で,##。
2016-01-07,##・,##ド,##ニ,##イー,##マー
2016-01-07,の,・,、,で,##。
2016-01-07,-,##a,"""",(,""">"
2016-01-07,と,##。,、,。,の
2016-01-07,。,!,です,、,ん
2016-01-07,の,##。,##、,、,は
2016-01-07,「,[,##、,『,##[
2016-01-07,株価,),値,価格,比
2016-01-07,「,、,は,で,『
2016-01-07,「,、,は,『,が
2016-01-07,「,、,は,で,『
2016-01-07,を,(,も,は,の
2016-01-07,35,30,40,34,33
2016-01-07,と,の,、,・,##、
2016-01-07,[,##[,##、,##。,と
2016-01-07,と,の,、,・,##、
2016-01-07,比,末,比率,中,平均
2016-01-07,の,、,(,##、,[
2016-01-07,-,##a,"""",(,""">"
2016-01-07,[,##[,##、,の,##。
2016-01-07,相場,市場,危機,・,為替
2016-01-07,、,と,で,##・,の
2016-01-07,は,##。,の,、,で
2016-01-07,(,!(,(-,(=,[UNK]
2016-01-08,-,##a,"""",(,""">"
2016-01-08,,,,,
2016-01-08,米,の,ニューヨーク,米国,「
2016-01-08,価格,規模,データ,公開,発表
2016-01-08,-,##a,"""",(,""">"
2016-01-08,、,j,新,t,日
2016-01-08,、,と,・,の,および
2016-01-08,解き,読み,切り,聞き,見
2016-01-08,レート,相場,為替,で,(
2016-01-08,、,で,##、,)、,「
2016-01-08,##、,で,##],##。,は
2016-01-08,、,で,##、,)、,「
2016-01-08,##、,で,##],##。,は
2016-01-08,20,21,19,22,10
2016-01-08,の,##。,、,「,による
